"pk";"final_hostname";"final_ip";"_time";"final_ip_type";"final_ip_subnet_network_type";"final_ip_zone";"final_ip_zone_location";"metisCreatedDate";"shortDescription";"primarySupportGroup";"primaryUsedBy";"ComputerDn";"OrgUnitDn";"LocationFromAd_L";"LocationFromAd_City";"CountryFromAd";"LocationAbbreviation";"OuObjectDescription";"FromApplicationOu"
"AF-00035";;"na";"2025-11-14T02:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"BAZ 2-4 VPP40";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00036";"af-00036";"10.104.161.228";"2025-11-06T16:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AF-303_FERTIGUNG-SOFLEX";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"BAZ 2-4 VSP40";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";"CN=af-00036,OU=Fertigung-PC,OU=Clientcomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-00037";"af-00037";"10.104.161.229";"2025-11-13T08:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AF-303_FERTIGUNG-SOFLEX";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"BAZ 2-5 VPP40";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";"CN=af-00037,OU=Fertigung-PC,OU=Clientcomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-00038";;"na";"2025-11-19T04:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"BAZ 2-5 VSP40";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00041";;"na";"2025-11-14T03:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Endreinigung Markert 2.2";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00042";"af-00042";"10.104.161.234";"2025-11-18T22:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AF-303_FERTIGUNG-SOFLEX";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"Honmaschine ELHA 2";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";"CN=AF-00042,OU=Fertigung-PC,OU=Clientcomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-00043";;"na";"2025-11-17T08:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Honmaschine Messplatz 2";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00045";;"na";"2025-11-18T03:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Vorreinigen Markert 1.1";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00046";;"na";"2025-11-15T11:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Rüstplatz Linie 2.3";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00047";;"na";"2025-11-18T19:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Rüstplatz Linie 2.4";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00048";;"na";"2025-11-19T06:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Rüstplatz Linie 1.3";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00050";"af-00050";"10.104.161.242";"2025-11-12T23:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AF-303_FERTIGUNG-SOFLEX";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"Honmaschine ELHA 1";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";"CN=af-00050,OU=Fertigung-PC,OU=Clientcomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-00051";;"na";"2025-11-19T04:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Honmaschine Messplatz 1";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00053";;"na";"2025-11-15T14:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"BAZ 1.6 VSP40";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00054";;"na";"2025-11-18T18:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"BAZ 1.6 VPP40";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-00055";"af-00055";"10.104.161.250";"2025-11-14T19:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AF-303_FERTIGUNG-SOFLEX";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"BAZ 2.6 VPP40";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";"CN=af-00055,OU=Fertigung-PC,OU=Clientcomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-00056";"af-00056";"10.104.161.251";"2025-11-18T14:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AF-303_FERTIGUNG-SOFLEX";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"BAZ 2.6 VSP40";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";"CN=af-00056,OU=Fertigung-PC,OU=Clientcomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-VM001";"af-vm001";"10.104.160.164";"2025-11-19T06:00:00.000+0100";"Bosch Security Layer";"Server";"LRSZ-SL4-AF-30_SERVER-UNSECURE-VMS";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"Soflex-Server (Produktionsplanung Gehäusefertigung)";"ESX Server Service";"";"CN=af-vm001,OU=NonPeacy,OU=Servercomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-VM002";"af-vm002";"10.104.160.165";"2025-11-14T04:00:00.000+0100";"Bosch Security Layer";"Server";"LRSZ-SL4-AF-30_SERVER-UNSECURE-VMS";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"Soflex-Server (Produktionsplanung Gehäusefertigung)";"ESX Server Service";"";"CN=af-vm002,OU=NonPeacy,OU=Servercomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-VM003";"af-vm003";"10.104.160.166";"2025-11-18T23:00:00.000+0100";"Bosch Security Layer";"Server";"LRSZ-SL4-AF-30_SERVER-UNSECURE-VMS";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"Soflex-Server (Produktionsplanung Gehäusefertigung)";"ESX Server Service";"";"CN=af-vm003,OU=NonPeacy,OU=Servercomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-VM004";"af-vm004";"10.104.160.167";"2025-11-18T15:00:00.000+0100";"Bosch Security Layer";"Server";"LRSZ-SL4-AF-30_SERVER-UNSECURE-VMS";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"Soflex-Server (Produktionsplanung Kolbenfertigung)";"ESX Server Service";"";"CN=AF-VM004,OU=NoCIOSB3,OU=ITSEC,OU=SERVERCOMPUTERS,OU=Ci-winserver,OU=Applications,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"True"
"AF-X1019";;"na";"2025-11-18T14:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Parametrierstation M4";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"True"
"AF-X1196";;"na";"2025-11-03T09:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"ATMO SPS Leitrechner L1";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"True"
"AF-X1206";;"na";"2025-11-19T02:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"ATMO SPS Leitrechner L2";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"True"
"AF-Y1120";"af-y1120";"10.104.168.42";"2025-11-18T16:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AF-300_FERTIGUNG-MOE1";"DE_Af_Augsfeld";"2025-09-09T14:13:24.000+00:00";"Kelch Voreinstellgerät";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";"CN=af-y1120,OU=Fertigung-PC,OU=Clientcomputers,OU=Af,DC=de,DC=bosch,DC=com";"OU=Af,DC=de,DC=bosch,DC=com";"Augsfeld";;"DE";"Af";"Location OU for Augsfeld, Germany";"False"
"AF-Y1181";;"na";"2025-11-17T02:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Prüfstand RM535 Rechner 1";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-Y1182";;"na";"2025-11-18T07:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Prüfstand RM535 Rechner 2";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AF-Y1258";;"na";"2025-11-14T10:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Traub TNX65 Nr. 1";"ITM-DC-AF-AfP-TEF5 CSG";"Peter Nepf (AfP/MOE)";;;;;;;;"False"
"AGUETS11001_2";;"na";"2025-11-17T22:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"AGUETS206";;"na";"2025-11-18T22:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"AN0N0067";;"na";"2025-11-18T23:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"AN0N0068";"an0n0068";"10.15.184.20";"2025-11-10T03:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN";"DE_An_Ansbach";"";"";"";"";"CN=AN0N0068,OU=Quiss,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0N0070";"an0n0070";"10.15.184.27";"2025-11-16T03:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN";"DE_An_Ansbach";"";"";"";"";"CN=AN0N0070,OU=Quiss,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0N0094";"an0n0094";"10.15.184.25";"2025-11-14T09:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN";"DE_An_Ansbach";"";"";"";"";"CN=AN0N0094,OU=Quiss,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0NS24B";;"na";"2025-11-16T02:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"AN0NV054";;"na";"2025-11-04T22:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"AN0X1383";"an0x1383";"10.15.184.4";"2025-11-15T09:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN";"DE_An_Ansbach";"";"";"";"";"CN=AN0X1383,OU=Hybrid,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0X4306";"an0x4306";"10.17.20.176";"2025-11-18T20:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-238_FERTIGUNGSNETZ_ABS_GEN9_KTL1_LAENGSTAKTSYSTEME";"DE_An_Ansbach";"";"";"";"";"CN=AN0X4306,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0X5250";"an0x5250";"10.17.37.176";"2025-11-05T22:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-247_FERTIGUNGSNETZ_ABS9_L204_KTL2";"DE_An_Ansbach";"";"";"";"";"CN=AN0X5250,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0X5367";"an0x5367";"10.15.161.85";"2025-10-31T03:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-206_FERTIGUNGSNETZ_ABS8_ENDMONTAGE_L3_6";"DE_An_Ansbach";"";"";"";"";"CN=AN0X5367,OU=Hybrid,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0X5796";"an0x5796";"10.17.128.3";"2025-11-15T00:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-258_FERTIGUNGSNETZ_ABS9_L107";"DE_An_Ansbach";"";"";"";"";"CN=AN0X5796,OU=Linie 5,OU=Airbag,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0Z1090";"an0z1090";"10.17.24.14";"2025-10-28T04:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-242_FERTIGUNGSNETZ_HAL_103";"DE_An_Ansbach";"";"";"";"";"CN=AN0Z1090,OU=Gen9,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0Z1440";"an0z1440";"10.17.41.9";"2025-11-15T23:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-251_FERTIGUNGSNETZ_BK2A";"DE_An_Ansbach";"";"";"";"";;;;;;;;"False"
"AN0Z1464";"an0z1464";"10.15.170.108";"2025-11-16T22:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-215_FERTIGUNGSNETZ_BRM_VORMONTAGE";"DE_An_Ansbach";"";"";"";"";"CN=AN0Z1464,OU=Hybrid,OU=TC,OU=Clientcomputers,OU=An,DC=de,DC=bosch,DC=com";"OU=An,DC=de,DC=bosch,DC=com";"Ansbach";;"DE";"An";"Location OU for Ansbach, Germany";"False"
"AN0Z1749";;"10.15.159.94";"2025-11-11T04:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-204_FERTIGUNGSNETZ_ABS8_ENDMONTAGE_L3_8";"DE_An_Ansbach";"";"";"";"";;;;;;;;"False"
"BA0NC20002";"ba0nc20002";"10.43.164.41";"2025-11-13T12:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-BA-956_VLAN-956-FERTIGUNG_BAU207_AKTOR_ENTWICKLUNG";"DE_Ba_Bamberg";"2025-09-09T14:13:24.000+00:00";"Technikum Nano-Focus";"Germany North East2";"Eugen Hohmann (BaP/MFE-ECR1)";"CN=BA0NC20002,CN=Computers,DC=de,DC=bosch,DC=com";;;;;;;"False"
"BA0PC20024";"ba0pc20024";"10.16.48.82";"2025-11-18T03:00:00.000+0100";"Bosch Intranet";"Office";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Hr. Kloos Stefan TTB-Lader1 MAE PC 09-01-0-0-0";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";"CN=BA0PC20024,OU=Clientcomputers,OU=Ba,DC=de,DC=bosch,DC=com";"OU=Ba,DC=de,DC=bosch,DC=com";"Bamberg";;"DE";"Ba";"Location OU for Bamberg, Germany";"False"
"BA0PC20025";"ba0pc20025";"10.16.48.105";"2025-11-19T02:00:00.000+0100";"Bosch Intranet";"Office";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Hr. Kloos Stefan TTB-Lader2 MAE PC 09-01-0-0-0";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";"CN=BA0PC20025,OU=Clientcomputers,OU=Ba,DC=de,DC=bosch,DC=com";"OU=Ba,DC=de,DC=bosch,DC=com";"Bamberg";;"DE";"Ba";"Location OU for Bamberg, Germany";"False"
"BA0PC20463";"ba0pc20463";"10.16.224.51";"2025-11-17T03:00:00.000+0100";"Bosch Intranet";"Office";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Hr. Kloos Stefan OKM Messgeraet 09-01-0-0-0";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";"CN=BA0PC20463,OU=Clientcomputers,OU=Ba,DC=de,DC=bosch,DC=com";"OU=Ba,DC=de,DC=bosch,DC=com";"Bamberg";;"DE";"Ba";"Location OU for Bamberg, Germany";"False"
"BA0PC20613";;"na";"2025-11-18T00:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"IPM Messgeraet 09-03-0-1-2";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BA0PC6945";;"na";"2025-11-17T00:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Hr. Kloos Stefan 09-01-0-1-2";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BA0X1212";"ba0x1212";"10.43.164.43";"2025-11-18T00:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-BA-956_VLAN-956-FERTIGUNG_BAU207_AKTOR_ENTWICKLUNG";"DE_Ba_Bamberg";"2025-09-09T14:13:24.000+00:00";"Olympus UC30";"Germany North East2";"Eugen Hohmann (BaP/MFE-ECR1)";"CN=BA0X1212,CN=Computers,DC=de,DC=bosch,DC=com";;;;;;;"False"
"BA0Y1018";;"na";"2025-11-18T10:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"GS-395016";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BA0Y1020";;"na";"2025-11-18T14:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"GS-395016";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BA0Y1021";;"na";"2025-11-17T01:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Messraum gr. Schreibtisch";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BA0Y1023";;"na";"2025-11-19T02:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"GS-395016";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BA0Y1024";;"na";"2025-11-17T02:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"GS-395016";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BA0Y1026";;"na";"2025-11-19T02:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"GS-395016";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BA0Y1027";;"na";"2025-11-18T22:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"GS-395016";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BA0Y1028";"ba0y1028";"10.16.48.59";"2025-11-18T10:00:00.000+0100";"Bosch Intranet";"Office";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"GS-395016 TTB7";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";"CN=BA0Y1028,OU=Clientcomputers,OU=Ba,DC=de,DC=bosch,DC=com";"OU=Ba,DC=de,DC=bosch,DC=com";"Bamberg";;"DE";"Ba";"Location OU for Bamberg, Germany";"False"
"BA0Z2228";;"na";"2025-11-18T23:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"IPM-Blickle";"Germany North East2";"Stefan Kloos (BaP/W830-WS)";;;;;;;;"False"
"BOSCH-4F948DF1E";;"na";"2025-11-18T07:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"BW168159";"bw168159";"10.15.161.72";"2025-11-19T00:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-AN-206_FERTIGUNGSNETZ_ABS8_ENDMONTAGE_L3_6";"DE_An_Ansbach";"";"";"";"";;;;;;;;"False"
"CT-CRIN02-NEW";;"na";"2025-11-16T18:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:14:43.000+00:00";"";"";"";;;;;;;;"False"
"CT0M365APP";;"na";"2025-10-31T14:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"CT0VM00032";;"na";"2025-11-06T20:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Opcon HVL Server";"ESX Server Service";"";;;;;;;;"False"
"CT0VM00033";;"na";"2025-11-16T08:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"CRIN Runner Line";"ESX Server Service";"";;;;;;;;"False"
"EC-HRT02";"ec-hrt02";"10.105.0.231";"2025-11-11T13:00:00.000+0100";"Bosch Intranet";"Server";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Haerterei Protherm 9800";"ESX Server Service";"";"CN=EC-HRT02,OU=NewDeployed,OU=ITSEC,OU=SERVERCOMPUTERS,OU=Ci-winserver,OU=Applications,DC=de,DC=bosch,DC=com";;;;;;;"False"
"ER-1464";;"na";"2025-11-06T16:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"LoP2/MOE213, ICT, GenRad 2281";"ITM-DC-LoP2 CSG";"Rico Dingeldein (LoP2/MOE213)";;;;;;;;"False"
"ER-Z1080";;"na";"2025-11-08T07:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"LOP2/MOE223, ICT, Test Station";"ITM-DC-LoP2 CSG";"Rico Dingeldein (LoP2/MOE213)";;;;;;;;"False"
"HI-Z074K";;"na";"2025-10-29T12:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"final CI-CAT-Import INC000027232326";"Germany North East5";"Axel Drescher (SzP/COS2-Hi)";;;;;;;;"False"
"HI0VM013";"hi0vm013";"10.34.30.247";"2025-11-17T11:00:00.000+0100";"Bosch Intranet";"Server";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Share and CR5000-Database";"ESX Server Service";"";"CN=HI0VM013,OU=NewDeployed,OU=ITSEC,OU=SERVERCOMPUTERS,OU=Ci-winserver,OU=Applications,DC=de,DC=bosch,DC=com";;;;;;;"False"
"HO0CRI2NAS01-A";;"na";"2025-10-24T18:00:00.000+0200";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"HO0CRI2NAS01-B";;"na";"2025-10-26T18:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"HO0CRI3CL02-OLD";"ho0cri3cl02-old";"10.7.170.221";"2025-11-13T17:00:00.000+0100";"Bosch Security Layer";"Manufacturing";"MFZ-SL4-HO-614_101_CRI3_M_P_HO";"DE_Ho_Homburg";"";"";"";"";"CN=HO0CRI3CL02-OLD,OU=Servercomputers,OU=Ho,DC=de,DC=bosch,DC=com";"OU=Ho,DC=de,DC=bosch,DC=com";"Homburg";;"DE";"Ho";"Location OU for Homburg, Germany";"False"
"HOMA1015";;"na";"2025-11-03T04:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"HOMA1173";;"na";"2025-11-10T22:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Prüfplatz / Messplatz Sperrventil";"ITM-DC-HoP2 CSG";"";;;;;;;;"False"
"HOMA1704";;"na";"2025-11-06T08:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"HOMA1707";;"na";"2025-11-07T12:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"HOMA1731";;"na";"2025-11-03T14:00:00.000+0100";"Internet";"NONE";"NONE";"NONE";"";"";"";"";;;;;;;;"False"
"HORMBK01";"hormbk01";"10.105.36.99";"2025-11-04T08:00:00.000+0100";"Bosch Intranet";"Server";"NONE";"NONE";"2025-09-09T14:13:24.000+00:00";"Backup Server ITM";"ESX Server Service";"";"CN=HORMBK01,OU=NewDeployed,OU=ITSEC,OU=SERVERCOMPUTERS,OU=Ci-winserver,OU=Applications,DC=de,DC=bosch,DC=com";;;;;;;"False"
